Nome,Telefone,Endereço,Avaliação,Avaliações,Site,Categoria,Campanha
Barbearia Fio de Barba,"
(33) 99977-0443","
R. das Margaridas - Nova Terra, Araçuaí - MG, 39600-000",0.0,0,,Barbearia,Barbearia - Araçuaí
Barbearia Irmãos Santos.,"
(33) 99148-6121","
R. Pedro Celestino, 71 - Centro, Araçuaí - MG, 39600-000",0.0,0,,Barbearia,Barbearia - Araçuaí
Barbearia Rota 91,"
(33) 99961-8405","
R. Brasília, 139 - Vila Magnólia, Araçuaí - MG, 39606-060",0.0,0,,Barbearia,Barbearia - Araçuaí
Pados Barbearia,"
(33) 99984-9849","
R. Dom Serafim - Centro, Araçuaí - MG, 39600-136",0.0,0,https://sites.appbarber.com.br/barbeariapether-jy4q,Barbearia,Barbearia - Araçuaí
Ricardo Antunes Barber Shopp,"
(37) 99192-6991","
R. Antônio Rocha, 785 - Dom Bosco, Pará de Minas - MG, 35661-216",0.0,0,,Barbearia,Barbearia - Antônio Prado de Minas
Igor Pereira Barber,"
(32) 98430-2991","
Rua Schettino Rosa, 158 - Centro, Patrocínio do Muriaé - MG, 36860-000",0.0,0,https://linktr.ee/barbeariaigorpereirabarber,Barbearia,Barbearia - Antônio Prado de Minas
Autoridade do corte,,"
Rua Manoel zulque - SÃO SEBASTIÃO PRADO, Prado - BA, 45980-000",0.0,0,https://agendaservico.com/autoridadedocorte,Barbearia,Barbearia - Antônio Prado de Minas
Ediel Style Barbearia,"
(54) 99646-8950","
R. Francisco Marcantônio, 25 - sala 2 - Centro, Antônio Prado - RS, 95250-000",0.0,0,,Barbearia,Barbearia - Antônio Prado de Minas
Barbearia Santo Antônio,"
(32) 98462-6198","
Rua Roque Ávila, R. Santo Antônio, 248, Patrocínio do Muriaé - MG, 36860-000",0.0,0,,Barbearia,Barbearia - Antônio Prado de Minas
Gabriel Fashion Barber Shop,"
(54) 99103-3307","
Av. Valdomiro Bochese, 553/04 - Centro, Antônio Prado - RS, 95250-000",0.0,0,,Barbearia,Barbearia - Antônio Prado de Minas
Barbearia & Salão ELIAS.M,"
(31) 2535-3077","
Rua Cura D'Ars, 545 - Prado, Belo Horizonte - MG, 30411-197",0.0,0,,Barbearia,Barbearia - Antônio Prado de Minas
J&A Barbearia,"
(31) 3586-2803","
R. Platina, 329 - Prado, Belo Horizonte - MG, 30411-131",0.0,0,https://website-253739088367224502279-barbershop.negocio.site/?utm_source=gmb&utm_medium=referral,Barbearia,Barbearia - Antônio Prado de Minas
Cult Barber Shop,"
(54) 99189-7959","
Av. Valdomiro Bochese, 1183 - Centro, Antônio Prado - RS, 95250-000",0.0,0,https://www.instagram.com/cultbarber_?igsh=MWV3eGllc2h0Y3p0Nw==&utm_source=qr,Barbearia,Barbearia - Antônio Prado de Minas
Barbearia marques,"
(32) 99995-9439","
R: Prefeito Jorge retorre Centro, Antônio Carlos - MG, 36220-000",0.0,0,,Barbearia,Barbearia - Antônio Carlos
Barbearia CFbarber,"
(32) 99194-4946","
R. Belmiro Frizoni - Dr. Sá Fortes, Antônio Carlos - MG, 36220-000",0.0,0,,Barbearia,Barbearia - Antônio Carlos
Barbearia Reis,"
(32) 99802-7367","
Rua Coronel José Gonçalves de Araújo - Sagrada Família, Antônio Carlos - MG, 36220-000",0.0,0,,Barbearia,Barbearia - Antônio Carlos
Barbearia Mil Grau,"
(31) 97525-4339","
R. João Amorim, 2 - Centro, Antônio Carlos - MG, 36220-000",0.0,0,,Barbearia,Barbearia - Antônio Carlos
PATRICK BARBER,"
(32) 98441-6471","
R. Cel. José Jorge Bonifácio - Antônio Carlos, MG, 36220-000",0.0,0,,Barbearia,Barbearia - Antônio Carlos
Cleucianobarbershop,"
(33) 99997-8748","
R. Generoso Guimarães, Angelândia - MG, 39685-000",0.0,0,,Barbearia,Barbearia - Angelândia
JP BARBER,"
(33) 99999-4414","
Rua generoso alves Guimarães - Centro, Angelândia - MG, 39685-000",0.0,0,https://instagram.com/jp_barber3.0?utm_medium=copy_link,Barbearia,Barbearia - Angelândia
BarbeariaMirante,,"
R. Geraldo Cruz Rivelli, 271a, Andrelândia - MG, 37300-000",0.0,0,,,Barbearia - Andrelândia
Diego cabeleireiro masculino,"
(21) 99941-0330","
Avenida José Bernadino, Av. José Bernardino, Centro - n 19, Andrelândia - MG, 37300-000",0.0,0,,Cabeleireiro,Barbearia - Andrelândia
Barbearia Roni Dú Corte,"
(35) 99894-8188","
R. Artur Bernardes, 646 - Santos Dumont, Andrelândia - MG, 37300-000",0.0,0,https://whats.link/roniducorte,Barbearia,Barbearia - Andrelândia
Barbearia Império,"
(32) 98511-3181","
Pr. Manoel Teodoro, n⁰ 03 - Rosário, Andrelândia - MG, 37300-000",0.0,0,,Barbearia,Barbearia - Andrelândia
DECCO BARBEARIA,,"
R. Adão Camilo, 30 - Cachoeira de Pajeú, MG, 39980-000",0.0,0,,,Barbearia - Cachoeira de Pajeú
Pablo Do Corte,"
(33) 98854-6247","
R. Alexandre Pereira, 67 - Centro, Cachoeira de Pajeú - MG, 39980-000",0.0,0,https://instagram.com/pablo.docorte?igshid=ommkigu15va1,Barbearia,Barbearia - Cachoeira de Pajeú
Decco barbearia,"
(31) 98843-9271","
R. Goiás, 320 - centro, Cachoeira de Pajeú - MG, 39980-000",0.0,0,,Barbearia,Barbearia - Cachoeira de Pajeú
Gui Souza | Barbeiro em Andradas,"
(35) 99915-4818",,0.0,0,,Barbearia,Barbearia - Andradas
Céu Make Up,,"
R. Cap. Cirílo, 565 - Andradas, MG, 37795-000",0.0,0,,Salão de Beleza,Barbearia - Andradas
Eliana Cabeleireira Unisex,,"
R. Cap. Evaristo Lopes, 9 - Andradas, MG, 37795-000",0.0,0,,,Barbearia - Andradas
José Roberto Cabeleireiro,,"
RUA HAMILETO FÁVILA, 07 - Jardim Santa Barbara, Andradas - MG, 37795-000",0.0,0,https://www.facebook.com/joserobertovenancio1973?mibextid=ZbWKwL,Cabeleireiro,Barbearia - Andradas
Stivanin BARbearia,,"
R. Esmeralda da Silva Atanásio, 770 - Andradas, MG, 37795-000",0.0,0,,Cabeleireiro,Barbearia - Andradas
Salão Do Ademir,,"
R. Prof. Xanico, 242 - Andradas, MG, 37795-000",0.0,0,,,Barbearia - Andradas
Key Cabeleireira,"
(35) 3731-1628","
R. Cel. Oliveira, 587 - Andradas, MG, 37795-000",0.0,0,,Salão de Beleza,Barbearia - Andradas
Daura Instituto de Beleza,"
(35) 98805-2715","
Av. Dr. Bias Fortes - Andradas, MG, 37839-436",0.0,0,,Salão de Beleza,Barbearia - Andradas
Thamihair`s e Blakbarber salão e barbearia,"
(35) 99890-3027","
Avenida Hermenegildo, Av. Hemernegildo Donati - Jardim nova, Andradas - MG, 37795-000",0.0,0,,Salão de Beleza,Barbearia - Andradas
José Antonio Cabeleireiro e Equipe,"
(35) 98422-7009","
R. Cel. Eduardo Amaral, 568 - Centro, Andradas - MG, 37838-002",0.0,0,,Salão de Beleza,Barbearia - Andradas
Vivace Studio Barbearia,"
(35) 99777-2489","
R. Augusto Marcondes, 60 - Centro, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Barbearia & Estudio,"
(35) 99207-2059","
R. I, 95 - Andradas, MG, 37795-000",0.0,0,,Cabeleireiro,Barbearia - Andradas
Salão da Clê / Marcão Barber,"
(35) 99814-0358","
R. Guerino Costa, 249 - Centro, Andradas - MG, 37795-000",0.0,0,,Cabeleireiro,Barbearia - Andradas
Salão do Adilson,"
(35) 3731-8621","
R. Mario Lanzani, 116 - Praça do Expedicionário, Andradas - MG, 37795-000",0.0,0,,Salão de Beleza,Barbearia - Andradas
Luiz Cabeleireiro,,"
Praça Cel. Antônio A. de Oliveira - Andradas, MG, 37795-000",0.0,0,,Cabeleireiro,Barbearia - Andradas
Oficina da barba,"
(35) 99137-3850","
Av. Dr. Afonso Pena, 271 - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Barbearia Salão da Renata,"
(35) 99133-4928","
R. Dr. Delfim Moreira, 491 - Centro, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Barbearia Salão Arena com Rodrigo Du Corte,"
(35) 99716-7955","
R. Tiradentes, 102 - Alto Alegre, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
barbershop well tomaz,,"
david paula - R. Joel Felisberto dos Reis - Andradas, MG, 37841-604",0.0,0,,Barbearia,Barbearia - Andradas
Los Santos Barbearia,"
(35) 99717-6490","
Av. Ricarti Teixeira, 172 - jardim america, Andradas - MG, 37840-026",0.0,0,,Barbearia,Barbearia - Andradas
Barbearia Campos,"
(35) 99151-4734","
R. Dr. Oscar de Oliveira, 235 - Vila Mosconi, Andradas - MG, 37795-000",0.0,0,,Salão de Beleza,Barbearia - Andradas
Leonardo Luciano Barber House,"
(35) 99750-0114","
R. Quirino Gonçalves Lopes, 112 - Centro, Andradas - MG, 37838-044",0.0,0,,Barbearia,Barbearia - Andradas
Raul Barber Shop,"
(35) 99248-7548","
R. Cinco, 235 - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Dione house barbearia,"
(35) 92000-8095","
R. Alberto Nhola - Jardim Alvorada, Andradas - MG, 37795-000",0.0,0,,Salão de Beleza,Barbearia - Andradas
Zero1 Barbearia e Conveniência,"
(35) 99890-7231","
R. São José, 388 - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Barber Club Los Hermanos,"
(35) 99989-1257","
Av. José Fernando Moreira, 38 - Andradas, MG, 37841-658",0.0,0,,Barbearia,Barbearia - Andradas
Barbeer Top,"
(35) 99241-5884","
R. Dr. Delfim Moreira, 226 - Centro, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
CHR Barbearia,"
(35) 99899-1258","
Rua Professora Esmeralda, R. Esmeralda da Silva Atanásio, 495 - Centro, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
VS BARBER HOUSE,"
(35) 99932-0063","
R. José Ventureli, 94 - Andradas, MG, 37795-000",0.0,0,https://instagram.com/vsbarberhouse_?igshid=YmMyMTA2M2Y=,Barbearia,Barbearia - Andradas
Street Barber,"
(35) 99807-4251","
Av. Pref. Antônio Gonçalves, 20 - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
💈Barbearia do Léo 💈,"
(35) 99220-0876","
R. Cel. Oliveira, 686 - Centro, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Barbearia Oliveira,"
(35) 99109-1971","
Galeria Via Garibaldi - R. Maj. Bonifácio, 584 - Sala 13 - Centro, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Almeida Barber,"
(35) 99731-0063","
R. Cel. Oliveira, 579 - Andradas, MG, 37795-000",0.0,0,https://www.instagram.com/almeidabarber035?igsh=dzV5d3VwNmhtamJx,Barbearia,Barbearia - Andradas
Stivanin Coiffeurs,"
(35) 99103-4699","
R. Cel. Oliveira, 643 - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Barbearia RJ,,"
R. América do Sul, 41 - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Barbearia brothers,"
(35) 99235-9929","
R. Cel. Oliveira, 575 - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
BARBER CLUB 7,"
(35) 99103-4699","
R. Maj. Bonifácio, 402 - Centro, Andradas - MG, 37795-000",0.0,0,https://sites.appbarber.com.br/stivanin,Barbearia,Barbearia - Andradas
Gênesis Barbearia,"
(35) 99710-1617","
R. Fernando Avelino Andrade, 460 - Vila Mosconi, Andradas - MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Vintage Club Barbearia,"
(35) 99250-8155","
R. Tiradentes, 43a - Andradas, MG, 37795-000",0.0,0,,Barbearia,Barbearia - Andradas
Distak cabereirelos,,"
R. Padre Antonio Alves Pena, 141 - Alvinópolis, MG, 35950-000",0.0,0,,Barbearia,Barbearia - Alvinópolis
Leony Rangel Barber,"
(31) 99599-2286","
R. da Galeria, 230 - Asilo, Alvinópolis - MG, 35950-000",0.0,0,,Barbearia,Barbearia - Alvinópolis
BARBEARIA NOVO STYLO,,"
R. Monsenhor Bicalho - Alvinópolis, MG, 35950-000",0.0,0,,Barbearia,Barbearia - Alvinópolis
Barbershop Your Text,,"
R. Bocaiúva, Alvarenga - MG, 35249-000",0.0,0,,Barbearia,Barbearia - Alvarenga
Kdu Barbershop,"
(33) 99973-4679","
R. Padre Ângelo, N° 17, Alvarenga - MG, 35249-000",0.0,0,,Barbearia,Barbearia - Alvarenga
Barbearia central,"
(31) 99782-8629","
R. Daniel Oliveira, 13 - Centro, Alvarenga - MG, 35249-000",0.0,0,,Barbearia,Barbearia - Alvarenga
Everaldo BarberShop,"
(33) 98714-7362","
R. Silvério Marcelino - Centro, Alvarenga - MG, 35249-000",0.0,0,,Barbearia,Barbearia - Alvarenga
Ruav21 de abril,,"
R. 21 de Abril - Alto Rio Doce, MG, 36260-000",0.0,0,,Barbearia,Barbearia - Alto Rio Doce
Barbearia Sucesso,"
(32) 98437-2764","
Av. Luiz Gomes de Abreu, 196 - Centro, Alto Rio Doce - MG, 36260-000",0.0,0,,Barbearia,Barbearia - Alto Rio Doce
Praça da Bíblia,,"
R. José Emerich, Alto Caparaó - MG, 36834-000",0.0,0,,Barbearia,Barbearia - Alto Caparaó
Maicon Hair Style,,"
R. Mal Deodoro da Fonseca, 838-978 - Alterosa, MG, 37145-000",0.0,0,,Barbearia,Barbearia - Alterosa
Barbearia David dú corte,"
(35) 99744-3057","
R. Francisco Manoel da Silva - Alterosa, MG, 37145-000",0.0,0,,Barbearia,Barbearia - Alterosa
Barbearia do Guilherme,"
(35) 99922-3519","
R. Guarani, 333 - Centro, Alterosa - MG, 37145-000",0.0,0,,Barbearia,Barbearia - Alterosa
Barbearia Lucca,"
(35) 99870-0677","
R. Princesa Isabel, 463 - Cruzeiro, Alterosa - MG, 37145-000",0.0,0,,Barbearia,Barbearia - Alterosa
Dudu Barber,"
(35) 99818-7909","
R. Areado, 70 - Alterosa, MG, 37145-000",0.0,0,https://chat.inbarberapp.com/?id=5bd43477-068c-433d-a34e-1c130a4c1ef6,Barbearia,Barbearia - Alterosa
Barbearia D'us Meninos,"
(35) 98816-4361","
Av. da Saudade, 124 - Cruzeiro, Alterosa - MG, 37145-000",0.0,0,http://www.facebook.com/BarbeariaDusMeniinos,Barbearia,Barbearia - Alterosa
Barbearia San Miguel,"
(35) 99762-6572","
R. Alfenas, 620 - Centro, Alterosa - MG, 37145-000",0.0,0,,Barbearia,Barbearia - Alterosa
Barbearia Rocha,"
(35) 99738-4809","
R. Areado, 308 - Alterosa, MG, 37145-000",0.0,0,,Barbearia,Barbearia - Alterosa
BARBEARIA NORDICA,,"
Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Barbearia Champions,"
(35) 99882-0872","
R. Treze de Maio, 915 - São Benedito, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Dom Braga barbearia,,"
Av. Gov. Valadares - Centro, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Alpha Barbearia,"
(35) 99878-2682","
R. das Orquídeas, 155 - Cidade jardim, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Barbearia do frankão,"
(35) 99159-8293","
R. Doná Inda - Santa Efigênia, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Barbearia do Isaías,"
(35) 99962-4359","
Rua José Gustavo de Paula, 113 - Poço das andorinhas, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Barbearia king barber,"
(35) 99807-1946","
R. Belo Horizonte, 1488, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Don Braga Barbearia,"
(35) 99824-3556","
R. José Gonçalves de Faria, 126 - Centro, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Old Brooklyn Barber Shop ️,"
(35) 98419-8227","
R. São Paulo, 173 - Rosário, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Império Barbearia,"
(35) 99943-6014","
R. Manaus - Santa Efigênia, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Barbearia Studio7 Corte Barba Sombrancelha Penteando,"
(35) 99755-8098","
Av. da Saudade, 506 - Mundo novo, Alpinópolis - MG, 37940-000",0.0,0,https://topsalao.com/?id=117136,Barbearia,Barbearia - Alpinópolis
Xerife Barbearia,"
(35) 99949-7077","
Rua maria moreira ferreira, R. São Vicente, 94, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
BarberShop,"
(35) 99913-0282","
Av. Gov. Valadares, 143-311, Alpinópolis - MG, 37940-000",0.0,0,,Barbearia,Barbearia - Alpinópolis
Barbearia Keyce Silva,"
(33) 98406-3663","
R. Rodrigues Alves, 224-278, Alpercata - MG, 35138-000",0.0,0,,Barbearia,Barbearia - Alpercata
Barbearia Niel du corte,"
(33) 99819-6784","
Av. Altíno Marquês, n° 250, Alpercata - MG, 35138-000",0.0,0,,Barbearia,Barbearia - Alpercata
Barbearia WX,"
(33) 99903-6365","
Av. Olindo de Miranda, 1386 B - Almenara, MG, 39900-000",0.0,0,,,Barbearia - Almenara
BARBEARIA DO GIL,"
(33) 99912-4029","
R. Avelino Nascimento, 19 - Centro, Almenara - MG, 39900-000",0.0,0,,Salão de Beleza,Barbearia - Almenara
2R Barbearia,"
(33) 98837-4288","
Av. Carlyle Guimaraes Cardoso, 111 - Santo Antônio, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia rodrigues,"
(33) 99821-2606","
R. Silvino Patente, 207 - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Célio cabelereiro,,"
R. José Cirino de Souza, 72-146 - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia Mix,"
(33) 99916-8624","
R. Samuel Alves de Oliveira, 217 - São Pedro, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
RF Barbearia,"
(33) 99947-4492","
R. Fulgêncio Nogueira, 620A - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia Bronx Street Culture,,"
R. Bias Fortes - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Almenara On Line,,"
R. Hermano Souza, 292 - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
chall do corte,,"
Av. Olindo de Miranda - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Lion Cortes,"
(33) 98891-6034","
Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia Seu Justino,"
(33) 98843-7122","
R. Severiano Coutinho - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia Sousa,"
(33) 98821-7039","
Rua Tude Tupy, 314 A - Centro, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Excellence barber Shop,"
(33) 99906-0727","
R. Hermano Souza, 558a - Centro, Almenara - MG, 39900-000",0.0,0,https://l.appbarber.com.br/vgeopmyt,Barbearia,Barbearia - Almenara
Cervo Exclusive Hub,"
(33) 99850-1757","
R. Samuel Alves de Oliveira - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Sra Barbeira,"
(31) 97164-1708","
R. Samuel Alves de Oliveira, 325 - Sao Judas Tadeu, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia Estilo Urbano,"
(33) 98894-6257","
R. Samuel Alves de Oliveira, 173 B - São Pedro, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Sergio Barber,"
(33) 98816-8177","
R. Candido Da Silva Brandao, 90 - Parque São João, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
THE BARBER HOUSE,,"
Av. Olindo de Miranda, 1023 - Centro, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Renovação Barber Shop,"
(33) 99928-2037","
R. Antônio José Santana - Almenara, MG, 39900-000",0.0,0,https://www.instagram.com/paulorenovacao_?igsh=ZGJkbzQ5YmphZGZ5&utm_source=qr,Barbearia,Barbearia - Almenara
Renan Souza Barbershop,"
(33) 99828-7162","
R. Aleixo Paraguassú, 45 - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia O Embaixador GS,,"
R. Luís Dias Lacerda, 29 - A - Almenara, MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Sueis Barbershop,"
(33) 99828-1981","
R. São Francisco, 40 - Centro, Almenara - MG, 39900-000",0.0,0,http://wa.me/5533998281981,Barbearia,Barbearia - Almenara
Benna💫 PG7💫 barbearia,"
(33) 99876-6019","
R. Henrique Heitman, 185 B - centro, Almenara - MG, 39900-000",0.0,0,,Barbearia,Barbearia - Almenara
Barbearia embaixador,"
(32) 98861-1231","
Rua José, Av. Agostinho Bianchetti - bairro do campo, Alfredo Vasconcelos - MG",0.0,0,,Barbearia,Barbearia - Alfredo Vasconcelos
Barbearia Rfade - Rodolfo,"
(32) 98502-6468","
Av. Agostinho Bianchetti, 164 - Sala 101 - Centro, Alfredo Vasconcelos - MG, 36272-000",0.0,0,https://sites.appbarber.com.br/agendamento/barbeariarfade?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnDtSq0fjkci7RwB1IQ5XXADCYbEO7UplE0N3bjEAP3Dy0NFYTIC5bgGbDjkM_aem_YqMzaA2NxttuQakiw9wiOA,Barbearia,Barbearia - Alfredo Vasconcelos
Barbearia Do Sidnei,"
(32) 98404-9122","
Alfredo Vasconcelos, MG, 36272-000",0.0,0,,Barbearia,Barbearia - Alfredo Vasconcelos
Skulls Barber Shop,"
(32) 98477-2126","
Av. Otto Moller, N°: 144 - Pio XII, Alfredo Vasconcelos - MG, 36272-000",0.0,0,https://www.instagram.com/invites/contact/?i=tf2l8l7zoq8c&utm_content=63u7k3o,Barbearia,Barbearia - Alfredo Vasconcelos
Barbearia blessed,"
(35) 99189-8203","
R. Antônio Pedro de Oliveira, 1082 - Vila Betânia, Alfenas - MG, 37137-102",0.0,0,,Barbearia,Barbearia - Alfenas
ScaionTattoo,,"
R. João de Souza Sobrinho, 929 - Jardim Nova America, Alfenas - MG, 37137-026",0.0,0,,Barbearia,Barbearia - Alfenas
Joao Barbershop,"
91796106","
Alameda dos Eucalíptos, 206 - Jardim Primavera, Alfenas - MG, 37130-000",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia Frenhan,"
(35) 98804-0827","
R. Iara Coelho Holanda, 46 - Jardim Aeroporto II, Alfenas - MG, 37130-000",0.0,0,,Cabeleireiro,Barbearia - Alfenas
Barbearia imperio du corte,"
(35) 99831-8203","
R. Castro Alves, 351 - Res. Itaparica, Alfenas - MG, 37137-538",0.0,0,,Barbearia,Barbearia - Alfenas
barbearia Gisinho,"
(35) 99989-7248","
R. Euclídes da Cunha - Jardim Sao Carlos, Alfenas - MG, 37137-212",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia número 1147,"
(35) 98709-6553","
R. Américo Totti, 1147 - Centro, Alfenas - MG, 37130-111",0.0,0,,Barbearia,Barbearia - Alfenas
Studio Brunno Martiniano,"
(35) 99743-3826","
Rua: Padre João Batista, 564 - Parque das Nações, Alfenas - MG, 37130-191",0.0,0,,Barbearia,Barbearia - Alfenas
Barao alfenas,,"
R. Ceará, 115 - Vl Sta Edwirges, Alfenas - MG, 37130-000",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia Caduh Do Cort Alfenas,"
(35) 99738-3395","
Alameda dos Ipês, 704 - Jardim Primavera, Alfenas - MG, 37130-039",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia Henrique,"
(35) 99715-8577","
R. Dr. Marcial Júnior, 163 - Centro, Alfenas - MG, 37130-000",0.0,0,https://instagram.com/barbeariahenrique_?igshid=OGQ5ZDc2ODk2ZA==,Barbearia,Barbearia - Alfenas
Anisio Cabeleireiro Seu Anísio,"
(35) 98819-9481","
R. Joaquim Guarda, 351 - Parque das Nações, Alfenas - MG, 37130-000",0.0,0,,Cabeleireiro,Barbearia - Alfenas
Boeri Barber Shop,"
(35) 99903-5628","
R. Benjamin Constant, 1191 - Chapada, Alfenas - MG, 37130-252",0.0,0,,Barbearia,Barbearia - Alfenas
Mkbarberstyle,"
(35) 99873-1829","
R. Mato Grosso, 81 - Vila Santa Luzia, Alfenas - MG, 37137-494",0.0,0,,Barbearia,Barbearia - Alfenas
"David cortes ""barbearia""",,"
R. Paulo Marques de Carvalho, 432 - Campos Elíseos, Alfenas - MG, 37137-566",0.0,0,,Barbearia,Barbearia - Alfenas
Barber’s Club,"
(35) 97400-6173","
R. João Luís Alves, 229 - Centro, Alfenas - MG, 37130-143",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia arte e estilos,"
(35) 99800-4484","
R. Lima Barreto, 765 - Santa Edwiges, Alfenas - MG, 37137-506",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia Miranda-Barbearia & Barbershop,,"
R. Leão de Faria, 246 - Centro, Alfenas - MG, 37130-009",0.0,0,,Barbearia,Barbearia - Alfenas
BROOKLIN BARBEARIA,,"
Av. Pedro Alberto Leite - Santa Edwiges, Alfenas - MG, 37130-000",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia Neguh Cabral,"
(35) 99865-3402","
Av. Afonso Pena, 1100 - Centro, Alfenas - MG, 37130-023",0.0,0,,Barbearia,Barbearia - Alfenas
Kauã barber,"
(35) 98439-5270","
R. Tiso, 307 - Recreio Vale do Sol, Alfenas - MG, 37135-336",0.0,0,https://api.whatsapp.com/send?phone=5535984395270&text=Ol%C3%A1+kau%C3%A3+prazer+gostaria+de+marcar+um+hor%C3%A1rio+%F0%9F%92%88%F0%9F%AA%92%E2%9D%A4%EF%B8%8F,Barbearia,Barbearia - Alfenas
Tom Barbearia,"
(35) 99744-5149","
R. Benjamin Constant, 2363 - Jardim Sao Carlos, Alfenas - MG, 37130-000",0.0,0,,Barbearia,Barbearia - Alfenas
BarberShop Juliano Gonçalves,"
(35) 98891-3450","
R. Barão de Alfenas, 810 - Santa Edwiges, Alfenas - MG, 37130-000",0.0,0,,Barbearia,Barbearia - Alfenas
Barber Shop Águia,"
(35) 99765-7123","
R. Carlos Chagas, 68 - Parque das Nações, Alfenas - MG, 37130-037",0.0,0,,Barbearia,Barbearia - Alfenas
BARBEARIA D0 MARCELO,"
(35) 98804-2832","
Rua Padre Cornélio Hans, 3527 - Jardim Alvorada, Alfenas - MG, 37130-000",0.0,0,,Barbearia,Barbearia - Alfenas
Robinho cabeleireiro,"
(35) 98819-5383","
R. Joaquim Guarda, 363 - Centro, Alfenas - MG, 37130-015",0.0,0,,Cabeleireiro,Barbearia - Alfenas
Elite Barber,"
(35) 98406-3298","
R. Padre José Grimminck - Jardim elite, Alfenas - MG, 37135-018",0.0,0,,Barbearia,Barbearia - Alfenas
Barbearia Do Ary,,"
R. Cristina Mendes, 29a - Vila Borges, Alfenas - MG, 37130-000",0.0,0,,Barbearia,Barbearia - Alfenas
